# binary black hole Inspiral Simulation
# m1_solar=36.0
# m2_solar=29.0
# r_horizon_1_m=106320.21775440763
# r_horizon_2_m=85646.84207993947
# distance_mpc=410.0
# pn_order=2.5
# eccentricity=0.5
t_sec,bh1_x_m,bh1_y_m,bh1_z_m,bh2_x_m,bh2_y_m,bh2_z_m,separation_m,velocity_m_s,f_gw_hz,phase_rad,h_plus,h_cross
1.7871461340e+00,4.4107031358e+05,-1.1774805092e+05,0.0000000000e+00,-5.4753556169e+05,1.4616999424e+05,-0.0000000000e+00,1.0232273995e+06,9.4575980912e+07,2.8563468784e+01,6.8854162318e+01,6.0983194251e-22,-3.5058670310e-22
1.7873301292e+00,4.4284224317e+05,-1.1018849131e+05,0.0000000000e+00,-5.4973519841e+05,1.3678571335e+05,-0.0000000000e+00,1.0228422338e+06,9.4595559521e+07,2.8579604270e+01,6.8871169582e+01,6.2163593221e-22,-3.2976889617e-22
1.7875141245e+00,4.4447718023e+05,-1.0259642550e+05,0.0000000000e+00,-5.5176477545e+05,1.2736107993e+05,-0.0000000000e+00,1.0224375231e+06,9.4616468034e+07,2.8596574918e+01,6.8888186624e+01,6.3274751728e-22,-3.0854728423e-22
1.7876981198e+00,4.4597447432e+05,-9.4974214438e+04,0.0000000000e+00,-5.5362348537e+05,1.1789902482e+05,-0.0000000000e+00,1.0220132568e+06,9.4638707818e+07,2.8614383623e+01,6.8905213995e+01,6.4315299319e-22,-2.8694356698e-22
1.7878821151e+00,4.4733351026e+05,-8.7324232319e+04,0.0000000000e+00,-5.5531056446e+05,1.0840249529e+05,-0.0000000000e+00,1.0215694262e+06,9.4662280162e+07,2.8633033338e+01,6.8922252247e+01,6.5283926270e-22,-2.6497989086e-22
1.7880661104e+00,4.4855370829e+05,-7.9648866277e+04,0.0000000000e+00,-5.5682529305e+05,9.8874454689e+04,-0.0000000000e+00,1.0211060241e+06,9.4687186285e+07,2.8652527070e+01,6.8939301936e+01,6.6179384912e-22,-2.4267883571e-22
1.7882501056e+00,4.4963452440e+05,-7.1950516030e+04,0.0000000000e+00,-5.5816699581e+05,8.9317881969e+04,-0.0000000000e+00,1.0206230452e+06,9.4713427326e+07,2.8672867886e+01,6.8956363617e+01,6.7000490940e-22,-2.2006340099e-22
1.7884341009e+00,4.5057545054e+05,-6.4231593531e+04,0.0000000000e+00,-5.5933504205e+05,7.9735771280e+04,-0.0000000000e+00,1.0201204856e+06,9.4741004352e+07,2.8694058910e+01,6.8973437850e+01,6.7746124706e-22,-1.9715699186e-22
1.7886180962e+00,4.5137601484e+05,-5.6494522620e+04,0.0000000000e+00,-5.6032884601e+05,7.0131131529e+04,-0.0000000000e+00,1.0195983434e+06,9.4769918353e+07,2.8716103325e+01,6.8990525193e+01,6.8415232509e-22,-1.7398340476e-22
1.7888020915e+00,4.5203578190e+05,-4.8741738670e+04,0.0000000000e+00,-5.6114786719e+05,6.0506985935e+04,-0.0000000000e+00,1.0190566180e+06,9.4800170243e+07,2.8739004372e+01,6.9007626210e+01,6.9006827862e-22,-1.5056681278e-22
1.7889860867e+00,4.5255435302e+05,-4.0975688227e+04,0.0000000000e+00,-5.6179161065e+05,5.0866371592e+04,-0.0000000000e+00,1.0184953107e+06,9.4831760863e+07,2.8762765356e+01,6.9024741464e+01,6.9519992750e-22,-1.2693175063e-22
1.7891700820e+00,4.5293136647e+05,-3.3198828650e+04,0.0000000000e+00,-5.6225962735e+05,4.1212339014e+04,-0.0000000000e+00,1.0179144246e+06,9.4864690975e+07,2.8787389638e+01,6.9041871520e+01,6.9953878876e-22,-1.0310309924e-22
1.7893540773e+00,4.5316649776e+05,-2.5413627747e+04,0.0000000000e+00,-5.6255151446e+05,3.1547951686e+04,-0.0000000000e+00,1.0173139643e+06,9.4898961269e+07,2.8812880642e+01,6.9059016947e+01,7.0307708885e-22,-7.9106070071e-23
1.7895380726e+00,4.5325945985e+05,-1.7622563408e+04,0.0000000000e+00,-5.6266691567e+05,2.1876285609e+04,-0.0000000000e+00,1.0166939360e+06,9.4934572355e+07,2.8839241854e+01,6.9076178314e+01,7.0580777583e-22,-5.4966189005e-23
1.7897220679e+00,4.5321000345e+05,-9.8281232247e+03,0.0000000000e+00,-5.6260552153e+05,1.2200428831e+04,-0.0000000000e+00,1.0160543479e+06,9.4971524767e+07,2.8866476823e+01,6.9093356194e+01,7.0772453136e-22,-3.0709279861e-23
1.7899060631e+00,4.5301791730e+05,-2.0328041220e+03,0.0000000000e+00,-5.6236706976e+05,2.5234809790e+03,-0.0000000000e+00,1.0153952096e+06,9.5009818963e+07,2.8894589159e+01,6.9110551160e+01,7.0882178245e-22,-6.3614475264e-24
1.7900900584e+00,4.5268302841e+05,5.7608880342e+03,0.0000000000e+00,-5.6195134561e+05,-7.1514472148e+03,-0.0000000000e+00,1.0147165325e+06,9.5049455321e+07,2.8923582539e+01,6.9127763789e+01,7.0909471317e-22,1.8050939318e-23
1.7902740537e+00,4.5220520232e+05,1.3550438823e+04,0.0000000000e+00,-5.6135818218e+05,-1.6821234401e+04,-0.0000000000e+00,1.0140183297e+06,9.5090434144e+07,2.8953460701e+01,6.9144994658e+01,7.0853927609e-22,4.2501265880e-23
1.7904580490e+00,4.5158434342e+05,2.1333325662e+04,0.0000000000e+00,-5.6058746079e+05,-2.6482749098e+04,-0.0000000000e+00,1.0133006159e+06,9.5132755656e+07,2.8984227449e+01,6.9162244349e+01,7.0715220352e-22,6.6962689352e-23
1.7906420442e+00,4.5082039519e+05,2.9107018206e+04,0.0000000000e+00,-5.5963911127e+05,-3.6132850187e+04,-0.0000000000e+00,1.0125634077e+06,9.5176420002e+07,2.9015886651e+01,6.9179513444e+01,7.0493101861e-22,9.1408157441e-23
1.7908260395e+00,4.4991334050e+05,3.6868978752e+04,0.0000000000e+00,-5.5851311234e+05,-4.5768387416e+04,-0.0000000000e+00,1.0118067232e+06,9.5221427248e+07,2.9048442241e+01,6.9196802527e+01,7.0187404618e-22,1.1581042733e-22
1.7910100348e+00,4.4886320186e+05,4.4616662647e+04,0.0000000000e+00,-5.5720949196e+05,-5.5386201907e+04,-0.0000000000e+00,1.0110305822e+06,9.5267777379e+07,2.9081898221e+01,6.9214112188e+01,6.9798042335e-22,1.4014208513e-22
1.7911940301e+00,4.4767004172e+05,5.2347518715e+04,0.0000000000e+00,-5.5572832766e+05,-6.4983126681e+04,-0.0000000000e+00,1.0102350063e+06,9.5315470301e+07,2.9116258659e+01,6.9231443014e+01,6.9325010993e-22,1.6437556571e-22
1.7913780254e+00,4.4633396280e+05,6.0058989677e+04,0.0000000000e+00,-5.5406974692e+05,-7.4555987185e+04,-0.0000000000e+00,1.0094200188e+06,9.5364505839e+07,2.9151527688e+01,6.9248795599e+01,6.8768389855e-22,1.8848317313e-22
1.7915620206e+00,4.4485510829e+05,6.7748512596e+04,0.0000000000e+00,-5.5223392753e+05,-8.4101601843e+04,-0.0000000000e+00,1.0085856447e+06,9.5414883738e+07,2.9187709511e+01,6.9266170537e+01,6.8128342444e-22,2.1243710145e-22
1.7917460159e+00,4.4323366225e+05,7.5413519304e+04,0.0000000000e+00,-5.5022109796e+05,-9.3616782584e+04,-0.0000000000e+00,1.0077319105e+06,9.5466603663e+07,2.9224808396e+01,6.9283568425e+01,6.7405117511e-22,2.3620945605e-22
1.7919300112e+00,4.4146984979e+05,8.3051436842e+04,0.0000000000e+00,-5.4803153767e+05,-1.0309833539e+05,-0.0000000000e+00,1.0068588449e+06,9.5519665193e+07,2.9262828682e+01,6.9300989862e+01,6.6599049957e-22,2.5977227541e-22
1.7921140065e+00,4.3956393745e+05,9.0659687930e+04,0.0000000000e+00,-5.4566557753e+05,-1.1254306088e+05,-0.0000000000e+00,1.0059664777e+06,9.5574067823e+07,2.9301774776e+01,6.9318435451e+01,6.5710561729e-22,2.8309755356e-22
1.7922980017e+00,4.3751623347e+05,9.8235691423e+04,0.0000000000e+00,-5.4312360016e+05,-1.2194775487e+05,-0.0000000000e+00,1.0050548410e+06,9.5629810968e+07,2.9341651156e+01,6.9335905797e+01,6.4740162680e-22,3.0615726284e-22
1.7924819970e+00,4.3532708806e+05,1.0577686279e+05,0.0000000000e+00,-5.4040604035e+05,-1.3130920898e+05,-0.0000000000e+00,1.0041239681e+06,9.5686893956e+07,2.9382462365e+01,6.9353401506e+01,6.3688451396e-22,3.2892337738e-22
1.7926659923e+00,4.3299689377e+05,1.1328061459e+05,0.0000000000e+00,-5.3751338537e+05,-1.4062421121e+05,-0.0000000000e+00,1.0031738944e+06,9.5745316032e+07,2.9424213021e+01,6.9370923189e+01,6.2556115977e-22,3.5136789695e-22
1.7928499876e+00,4.3052608573e+05,1.2074435696e+05,0.0000000000e+00,-5.3444617539e+05,-1.4988954658e+05,-0.0000000000e+00,1.0022046570e+06,9.5805076354e+07,2.9466907809e+01,6.9388471459e+01,6.1343934792e-22,3.7346287150e-22
1.7930339829e+00,4.2791514199e+05,1.2816549814e+05,0.0000000000e+00,-5.3120500384e+05,-1.5910199770e+05,-0.0000000000e+00,1.0012162945e+06,9.5866173993e+07,2.9510551485e+01,6.9406046931e+01,6.0052777179e-22,3.9518042615e-22
1.7932179781e+00,4.2516458380e+05,1.3554144494e+05,0.0000000000e+00,-5.2779051782e+05,-1.6825834544e+05,-0.0000000000e+00,1.0002088474e+06,9.5928607933e+07,2.9555148878e+01,6.9423650223e+01,5.8683604101e-22,4.1649278677e-22
1.7934019734e+00,4.2227497596e+05,1.4286960326e+05,0.0000000000e+00,-5.2420341844e+05,-1.7735536957e+05,-0.0000000000e+00,9.9918235787e+05,9.5992377069e+07,2.9600704887e+01,6.9441281957e+01,5.7237468768e-22,4.3737230617e-22
1.7935859687e+00,4.1924692709e+05,1.5014737868e+05,0.0000000000e+00,-5.2044446121e+05,-1.8638984940e+05,-0.0000000000e+00,9.9813686994e+05,9.6057480206e+07,2.9647224483e+01,6.9458942757e+01,5.5715517188e-22,4.5779149081e-22
1.7937699640e+00,4.1608108994e+05,1.5737217694e+05,0.0000000000e+00,-5.1651445648e+05,-1.9535856448e+05,-0.0000000000e+00,9.9707242924e+05,9.6123916062e+07,2.9694712708e+01,6.9476633248e+01,5.4118988677e-22,4.7772302813e-22
1.7939539592e+00,4.1277816176e+05,1.6454140455e+05,0.0000000000e+00,-5.1241426977e+05,-2.0425829530e+05,-0.0000000000e+00,9.9598908325e+05,9.6191683265e+07,2.9743174676e+01,6.9494354062e+01,5.2449216309e-22,4.9713981446e-22
1.7941379545e+00,4.0933888453e+05,1.7165246929e+05,0.0000000000e+00,-5.0814482217e+05,-2.1308582394e+05,-0.0000000000e+00,9.9488688117e+05,9.6260780350e+07,2.9792615573e+01,6.9512105831e+01,5.0707627314e-22,5.1601498346e-22
1.7943219498e+00,4.0576404533e+05,1.7870278081e+05,0.0000000000e+00,-5.0370709076e+05,-2.2183793480e+05,-0.0000000000e+00,9.9376587396e+05,9.6331205758e+07,2.9843040660e+01,6.9529889191e+01,4.8895743412e-22,5.3432193519e-22
1.7945059451e+00,4.0205447665e+05,1.8568975125e+05,0.0000000000e+00,-4.9910210895e+05,-2.3051141535e+05,-0.0000000000e+00,9.9262611433e+05,9.6402957836e+07,2.9894455268e+01,6.9547704780e+01,4.7015181072e-22,5.5203436582e-22
1.7946899404e+00,3.9821105666e+05,1.9261079580e+05,0.0000000000e+00,-4.9433096689e+05,-2.3910305686e+05,-0.0000000000e+00,9.9146765675e+05,9.6476034839e+07,2.9946864803e+01,6.9565553242e+01,4.5067651711e-22,5.6912629785e-22
1.7948739356e+00,3.9423470958e+05,1.9946333332e+05,0.0000000000e+00,-4.8939481189e+05,-2.4760965515e+05,-0.0000000000e+00,9.9029055748e+05,9.6550434924e+07,3.0000274742e+01,6.9583435220e+01,4.3054961819e-22,5.8557211100e-22
1.7950579309e+00,3.9012640594e+05,2.0624478698e+05,0.0000000000e+00,-4.8429484876e+05,-2.5602801143e+05,-0.0000000000e+00,9.8909487453e+05,9.6626156153e+07,3.0054690638e+01,6.9601351363e+01,4.0979013007e-22,6.0134657362e-22
1.7952419262e+00,3.8588716296e+05,2.1295258491e+05,0.0000000000e+00,-4.7903234022e+05,-2.6435493300e+05,-0.0000000000e+00,9.8788066771e+05,9.6703196491e+07,3.0110118114e+01,6.9619302324e+01,3.8841801977e-22,6.1642487476e-22
1.7954259215e+00,3.8151804477e+05,2.1958416083e+05,0.0000000000e+00,-4.7360860730e+05,-2.7258723413e+05,-0.0000000000e+00,9.8664799858e+05,9.6781553803e+07,3.0166562869e+01,6.9637288755e+01,3.6645420407e-22,6.3078265675e-22
1.7956099167e+00,3.7702016282e+05,2.2613695470e+05,0.0000000000e+00,-4.6802502971e+05,-2.8072173687e+05,-0.0000000000e+00,9.8539693050e+05,9.6861225853e+07,3.0224030676e+01,6.9655311317e+01,3.4392054750e-22,6.4439604843e-22
1.7957939120e+00,3.7239467611e+05,2.3260841347e+05,0.0000000000e+00,-4.6228304621e+05,-2.8875527189e+05,-0.0000000000e+00,9.8412752860e+05,9.6942210306e+07,3.0282527380e+01,6.9673370669e+01,3.2083985943e-22,6.5724169891e-22
1.7959779073e+00,3.6764279155e+05,2.3899599170e+05,0.0000000000e+00,-4.5638415503e+05,-2.9668467935e+05,-0.0000000000e+00,9.8283985981e+05,9.7024504724e+07,3.0342058902e+01,6.9691467477e+01,2.9723589006e-22,6.6929681195e-22
1.7961619026e+00,3.6276576422e+05,2.4529715237e+05,0.0000000000e+00,-4.5032991421e+05,-3.0450680984e+05,-0.0000000000e+00,9.8153399286e+05,9.7108106569e+07,3.0402631232e+01,6.9709602408e+01,2.7313332560e-22,6.8053918078e-22
1.7963458979e+00,3.5776489772e+05,2.5150936750e+05,0.0000000000e+00,-4.4412194200e+05,-3.1221852517e+05,-0.0000000000e+00,9.8020999826e+05,9.7193013194e+07,3.0464250440e+01,6.9727776135e+01,2.4855778233e-22,6.9094722361e-22
1.7965298931e+00,3.5264154443e+05,2.5763011898e+05,0.0000000000e+00,-4.3776191722e+05,-3.1981669942e+05,-0.0000000000e+00,9.7886794833e+05,9.7279221850e+07,3.0526922666e+01,6.9745989332e+01,2.2353579956e-22,7.0050001952e-22
1.7967138884e+00,3.4739710584e+05,2.6365689927e+05,0.0000000000e+00,-4.3125157966e+05,-3.2729821978e+05,-0.0000000000e+00,9.7750791719e+05,9.7366729679e+07,3.0590654124e+01,6.9764242679e+01,1.9809483142e-22,7.0917734498e-22
1.7968978837e+00,3.4203303281e+05,2.6958721223e+05,0.0000000000e+00,-4.2459273038e+05,-3.3465998760e+05,-0.0000000000e+00,9.7612998074e+05,9.7455533716e+07,3.0655451104e+01,6.9782536856e+01,1.7226323749e-22,7.1695971083e-22
1.7970818790e+00,3.3655082589e+05,2.7541857391e+05,0.0000000000e+00,-4.1778723214e+05,-3.4189891933e+05,-0.0000000000e+00,9.7473421672e+05,9.7545630886e+07,3.0721319966e+01,6.9800872549e+01,1.4607027221e-22,7.2382839965e-22
1.7972658743e+00,3.3095203559e+05,2.8114851331e+05,0.0000000000e+00,-4.1083700970e+05,-3.4901194756e+05,-0.0000000000e+00,9.7332070467e+05,9.7637018005e+07,3.0788267147e+01,6.9819250448e+01,1.1954607294e-22,7.2976550371e-22
1.7974498695e+00,3.2523826265e+05,2.8677457329e+05,0.0000000000e+00,-4.0374405019e+05,-3.5599602201e+05,-0.0000000000e+00,9.7188952594e+05,9.7729691777e+07,3.0856299155e+01,6.9837671246e+01,9.2721646805e-23,7.3475396327e-22
1.7976338648e+00,3.1941115835e+05,2.9229431135e+05,0.0000000000e+00,-3.9651040347e+05,-3.6284811065e+05,-0.0000000000e+00,9.7044076367e+05,9.7823648791e+07,3.0925422574e+01,6.9856135639e+01,6.5628856007e-23,7.3877760523e-22
1.7978178601e+00,3.1347242474e+05,2.9770530056e+05,0.0000000000e+00,-3.8913818244e+05,-3.6956520069e+05,-0.0000000000e+00,9.6897450284e+05,9.7918885522e+07,3.0995644059e+01,6.9874644327e+01,3.8300401804e-23,7.4182118227e-22
1.7980018554e+00,3.0742381492e+05,3.0300513037e+05,0.0000000000e+00,-3.8162956335e+05,-3.7614429977e+05,-0.0000000000e+00,9.6749083022e+05,9.8015398331e+07,3.1066970339e+01,6.9893198014e+01,1.0769806905e-23,7.4387041220e-22
1.7981858506e+00,3.0126713329e+05,3.0819140764e+05,0.0000000000e+00,-3.7398678616e+05,-3.8258243707e+05,-0.0000000000e+00,9.6598983445e+05,9.8113183461e+07,3.1139408214e+01,6.9911797408e+01,-1.6928603683e-23,7.4491201763e-22
1.7983698459e+00,2.9500423581e+05,3.1326175744e+05,0.0000000000e+00,-3.6621215480e+05,-3.8887666441e+05,-0.0000000000e+00,9.6447160594e+05,9.8212237039e+07,3.1212964559e+01,6.9930443220e+01,-4.4759723305e-23,7.4493376594e-22
1.7985538412e+00,2.8863703024e+05,3.1821382409e+05,0.0000000000e+00,-3.5830803754e+05,-3.9502405749e+05,-0.0000000000e+00,9.6293623695e+05,9.8312555068e+07,3.1287646321e+01,6.9949136166e+01,-7.2687686006e-23,7.4392450937e-22
1.7987378365e+00,2.8216747634e+05,3.2304527205e+05,0.0000000000e+00,-3.5027686718e+05,-4.0102171702e+05,-0.0000000000e+00,9.6138382153e+05,9.8414133432e+07,3.1363460516e+01,6.9967876965e+01,-1.0067589067e-22,7.4187422540e-22
1.7989218318e+00,2.7559758614e+05,3.2775378697e+05,0.0000000000e+00,-3.4212114141e+05,-4.0686677003e+05,-0.0000000000e+00,9.5981445557e+05,9.8516967893e+07,3.1440414235e+01,6.9986666339e+01,-1.2868702685e-22,7.3877405706e-22
1.7991058270e+00,2.6892942412e+05,3.3233707669e+05,0.0000000000e+00,-3.3384342304e+05,-4.1255637106e+05,-0.0000000000e+00,9.5822823678e+05,9.8621054088e+07,3.1518514641e+01,7.0005505016e+01,-1.5668310252e-22,7.3461635344e-22
1.7992898223e+00,2.6216510742e+05,3.3679287225e+05,0.0000000000e+00,-3.2544634025e+05,-4.1808770348e+05,-0.0000000000e+00,9.5662526468e+05,9.8726387530e+07,3.1597768964e+01,7.0024393727e+01,-1.8462547353e-22,7.2939471014e-22
1.7994738176e+00,2.5530680604e+05,3.4111892896e+05,0.0000000000e+00,-3.1693258681e+05,-4.2345798078e+05,-0.0000000000e+00,9.5500564063e+05,9.8832963604e+07,3.1678184507e+01,7.0043333205e+01,-2.1247487517e-22,7.2310400961e-22
1.7996578129e+00,2.4835674300e+05,3.4531302748e+05,0.0000000000e+00,-3.0830492235e+05,-4.2866444791e+05,-0.0000000000e+00,9.5336946778e+05,9.8940777569e+07,3.1759768645e+01,7.0062324191e+01,-2.4019145557e-22,7.1574046144e-22
1.7998418081e+00,2.4131719454e+05,3.4937297490e+05,0.0000000000e+00,-2.9956617254e+05,-4.3370438263e+05,-0.0000000000e+00,9.5171685109e+05,9.9049824551e+07,3.1842528820e+01,7.0081367427e+01,-2.6773481127e-22,7.0730164239e-22
1.8000258034e+00,2.3419049024e+05,3.5329660585e+05,0.0000000000e+00,-2.9071922926e+05,-4.3857509691e+05,-0.0000000000e+00,9.5004789735e+05,9.9160099545e+07,3.1926472546e+01,7.0100463659e+01,-2.9506402482e-22,6.9778653611e-22
1.8002097987e+00,2.2697901316e+05,3.5708178370e+05,0.0000000000e+00,-2.8176705082e+05,-4.4327393839e+05,-0.0000000000e+00,9.4836271516e+05,9.9271597419e+07,3.2011607404e+01,7.0119613639e+01,-3.2213770457e-22,6.8719557254e-22
1.8003937940e+00,2.1968519995e+05,3.6072640173e+05,0.0000000000e+00,-2.7271266201e+05,-4.4779829180e+05,-0.0000000000e+00,9.4666141492e+05,9.9384312906e+07,3.2097941043e+01,7.0138818121e+01,-3.4891402663e-22,6.7553066677e-22
1.8005777893e+00,2.1231154104e+05,3.6422838421e+05,0.0000000000e+00,-2.6355915439e+05,-4.5214558040e+05,-0.0000000000e+00,9.4494410886e+05,9.9498240599e+07,3.2185481182e+01,7.0158077864e+01,-3.7535077894e-22,6.6279525755e-22
1.8007617845e+00,2.0486058061e+05,3.6758568775e+05,0.0000000000e+00,-2.5430968627e+05,-4.5631326756e+05,-0.0000000000e+00,9.4321091096e+05,9.9613374959e+07,3.2274235605e+01,7.0177393632e+01,-4.0140540781e-22,6.4899434501e-22
1.8009457798e+00,1.9733491676e+05,3.7079630246e+05,0.0000000000e+00,-2.4496748288e+05,-4.6029885823e+05,-0.0000000000e+00,9.4146193701e+05,9.9729710307e+07,3.2364212165e+01,7.0196766191e+01,-4.2703506679e-22,6.3413452762e-22
1.8011297751e+00,1.8973720152e+05,3.7385825324e+05,0.0000000000e+00,-2.3553583637e+05,-4.6409990058e+05,-0.0000000000e+00,9.3969730462e+05,9.9847240826e+07,3.2455418781e+01,7.0216196313e+01,-4.5219666780e-22,6.1822403840e-22
1.8013137704e+00,1.8207014087e+05,3.7676960108e+05,0.0000000000e+00,-2.2601810590e+05,-4.6771398755e+05,-0.0000000000e+00,9.3791713313e+05,9.9965960559e+07,3.2547863436e+01,7.0235684773e+01,-4.7684693478e-22,6.0127278012e-22
1.8014977656e+00,1.7433649479e+05,3.7952844436e+05,0.0000000000e+00,-2.1641771767e+05,-4.7113875851e+05,-0.0000000000e+00,9.3612154371e+05,1.0008586340e+08,3.2641554179e+01,7.0255232352e+01,-5.0094245972e-22,5.8329235947e-22
1.8016817609e+00,1.6653907723e+05,3.8213292018e+05,0.0000000000e+00,-2.0673816484e+05,-4.7437190091e+05,-0.0000000000e+00,9.3431065925e+05,1.0020694312e+08,3.2736499124e+01,7.0274839833e+01,-5.2443976115e-22,5.6429612002e-22
1.8018657562e+00,1.5868075611e+05,3.8458120572e+05,0.0000000000e+00,-1.9698300759e+05,-4.7741115193e+05,-0.0000000000e+00,9.3248460441e+05,1.0032919332e+08,3.2832706447e+01,7.0294508004e+01,-5.4729534528e-22,5.4429917385e-22
1.8020497515e+00,1.5076445323e+05,3.8687151968e+05,0.0000000000e+00,-1.8715587297e+05,-4.8025430030e+05,-0.0000000000e+00,9.3064350561e+05,1.0045260746e+08,3.2930184390e+01,7.0314237657e+01,-5.6946576955e-22,5.2331843178e-22
1.8022337468e+00,1.4279314418e+05,3.8900212363e+05,0.0000000000e+00,-1.7726045485e+05,-4.8289918796e+05,-0.0000000000e+00,9.2878749098e+05,1.0057717887e+08,3.3028941256e+01,7.0334029588e+01,-5.9090770882e-22,5.0137263185e-22
1.8024177420e+00,1.3476985826e+05,3.9097132352e+05,0.0000000000e+00,-1.6730051370e+05,-4.8534371195e+05,-0.0000000000e+00,9.2691669043e+05,1.0070290072e+08,3.3128985407e+01,7.0353884600e+01,-6.1157802419e-22,4.7848236613e-22
1.8026017373e+00,1.2669767833e+05,3.9277747107e+05,0.0000000000e+00,-1.5727987655e+05,-4.8758582615e+05,-0.0000000000e+00,9.2503123556e+05,1.0082976603e+08,3.3230325269e+01,7.0373803496e+01,-6.3143383411e-22,4.5467010590e-22
1.8027857326e+00,1.1857974070e+05,3.9441896531e+05,0.0000000000e+00,-1.4720243673e+05,-4.8962354314e+05,-0.0000000000e+00,9.2313125967e+05,1.0095776768e+08,3.3332969327e+01,7.0393787085e+01,-6.5043258842e-22,4.2996022447e-22
1.8029697279e+00,1.1041923487e+05,3.9589425409e+05,0.0000000000e+00,-1.3707215363e+05,-4.9145493611e+05,-0.0000000000e+00,9.2121689776e+05,1.0108689837e+08,3.3436926126e+01,7.0413836182e+01,-6.6853214485e-22,4.0437901789e-22
1.8031537231e+00,1.0221940333e+05,3.9720183561e+05,0.0000000000e+00,-1.2689305241e+05,-4.9307814076e+05,-0.0000000000e+00,9.1928828650e+05,1.0121715067e+08,3.3542204270e+01,7.0433951603e+01,-6.8569084809e-22,3.7795472331e-22
1.8033377184e+00,9.3983541302e+04,3.9834026001e+05,0.0000000000e+00,-1.1666922369e+05,-4.9449135726e+05,-0.0000000000e+00,9.1734556422e+05,1.0134851701e+08,3.3648812420e+01,7.0454134171e+01,-7.0186761145e-22,3.5071753474e-22
1.8035217137e+00,8.5714996465e+04,3.9930813096e+05,0.0000000000e+00,-1.0640482320e+05,-4.9569285222e+05,-0.0000000000e+00,9.1538887092e+05,1.0148098962e+08,3.3756759293e+01,7.0474384712e+01,-7.1702200101e-22,3.2269961620e-22
1.8037057090e+00,7.7417168617e+04,4.0010410724e+05,0.0000000000e+00,-9.6104071387e+04,-4.9668096071e+05,-0.0000000000e+00,9.1341834820e+05,1.0161456063e+08,3.3866053665e+01,7.0494704056e+01,-7.3111432233e-22,2.9393511193e-22
1.8038897043e+00,6.9093509331e+04,4.0072690443e+05,0.0000000000e+00,-8.5771252963e+04,-4.9745408826e+05,-0.0000000000e+00,9.1143413928e+05,1.0174922196e+08,3.3976704367e+01,7.0515093039e+01,-7.4410570962e-22,2.6446015347e-22
1.8040736995e+00,6.0747521548e+04,4.0117529658e+05,0.0000000000e+00,-7.5410716404e+04,-4.9801071299e+05,-0.0000000000e+00,9.0943638896e+05,1.0188496540e+08,3.4088720285e+01,7.0535552498e+01,-7.5595821731e-22,2.3431286350e-22
1.8042576948e+00,5.2382759116e+04,4.0144811785e+05,0.0000000000e+00,-6.5026873386e+04,-4.9834938767e+05,-0.0000000000e+00,9.0742524361e+05,1.0202178258e+08,3.4202110359e+01,7.0556083278e+01,-7.6663491400e-22,2.0353335609e-22
1.8044416901e+00,4.4002826286e+04,4.0154426431e+05,0.0000000000e+00,-5.4624198148e+04,-4.9846874190e+05,-0.0000000000e+00,9.0540085117e+05,1.0215966498e+08,3.4316883581e+01,7.0576686225e+01,-7.7609997871e-22,1.7216373319e-22
1.8046256854e+00,3.5611377248e+04,4.0146269563e+05,0.0000000000e+00,-4.4207226929e+04,-4.9836748423e+05,-0.0000000000e+00,9.0336336110e+05,1.0229860389e+08,3.4433048997e+01,7.0597362192e+01,-7.8431879919e-22,1.4024807770e-22
1.8048096806e+00,2.7212115556e+04,4.0120243685e+05,0.0000000000e+00,-3.3780557242e+04,-4.9804440437e+05,-0.0000000000e+00,9.0131292434e+05,1.0243859047e+08,3.4550615704e+01,7.0618112033e+01,-7.9125807254e-22,1.0783244204e-22
1.8049936759e+00,1.8808793488e+04,4.0076258017e+05,0.0000000000e+00,-2.3348847089e+04,-4.9749837539e+05,-0.0000000000e+00,8.9924969332e+05,1.0257961570e+08,3.4669592852e+01,7.0638936610e+01,-7.9688590768e-22,7.4964832486e-23
1.8051776712e+00,1.0405211389e+04,4.0014228677e+05,0.0000000000e+00,-1.2916814138e+04,-4.9672835599e+05,-0.0000000000e+00,8.9717382191e+05,1.0272167041e+08,3.4789989641e+01,7.0659836786e+01,-8.0117192977e-22,4.1695188928e-23
1.8053616665e+00,2.0052169490e+03,3.9934078863e+05,0.0000000000e+00,-2.4892348333e+03,-4.9573339279e+05,-0.0000000000e+00,8.9508546539e+05,1.0286474527e+08,3.4911815320e+01,7.0680813430e+01,-8.0408738637e-22,8.0753599745e-24
1.8055456618e+00,-6.3872955508e+03,3.9835739043e+05,0.0000000000e+00,7.9290565458e+03,-4.9451262260e+05,-0.0000000000e+00,8.9298478044e+05,1.0300883076e+08,3.5035079188e+01,7.0701867415e+01,-8.0560525511e-22,-2.5840926903e-23
1.8057296570e+00,-1.4768386043e+04,3.9719147135e+05,0.0000000000e+00,1.8333168881e+04,-4.9306527477e+05,-0.0000000000e+00,8.9087192511e+05,1.0315391724e+08,3.5159790594e+01,7.0722999617e+01,-8.0570035288e-22,-5.9998100376e-23
1.8059136523e+00,-2.3134069541e+04,3.9584248702e+05,0.0000000000e+00,2.8718155292e+04,-4.9139067354e+05,-0.0000000000e+00,8.8874705874e+05,1.0329999488e+08,3.5285958934e+01,7.0744210918e+01,-8.0434944625e-22,-9.4338785687e-23
